perfume,casual,chic,classic,clear,cool-casual,dandy,dynamic,elegant,gorgeous,modern,natural,pretty,romantic,wild
4711 Remix Electric Night 4711 4711,1,1,1,1,0,0,1,1,1,1,1,1,1,0
4711 Remix Green Oasis 4711 4711,1,1,1,1,0,0,1,1,1,0,1,1,1,1
4711 Wunderwasser Elixir 4711 4711,1,1,1,1,0,0,1,1,1,1,1,1,1,1
4711 Wunderwasser Men 4711 4711,1,1,1,1,0,0,1,1,0,1,1,1,1,1
4711 Wunderwasser Women 4711 4711,1,1,1,1,0,0,1,1,1,1,1,1,1,1
5 L'mademoiselle Ascania Ascania,1,0,1,1,1,0,0,1,1,0,1,1,1,1
5 TheAguardian Master Spiritum Spiritum,1,1,1,1,1,0,1,1,1,1,1,1,1,1
50's glam Avon Avon,1,1,1,1,0,0,0,1,1,0,1,1,1,1
"501 praline, licorice, patchouli Bon Parfumeur Bon Parfumeur",1,1,1,1,0,1,1,1,1,1,1,1,1,1
51.3 N Alfred Dunhill Alfred Dunhill,1,1,1,1,0,0,1,1,0,1,1,1,1,0
511 Black Tie Michael Malul London Michael Malul London,1,1,1,1,0,0,1,1,1,1,1,1,1,1
51¡Æ 19¡¯ 9¡±N / 1¡Æ 21¡¯ 30¡±E Haeckels Haeckels,1,1,1,1,1,1,1,1,1,1,1,1,1,0
555 Cologne Chabrawichi Chabrawichi,1,0,0,1,0,0,1,1,0,0,0,1,1,0
565 by Swedoft SweDoft SweDoft,1,0,0,1,0,0,1,1,1,0,0,0,0,1
58 Avenue Montaigne Pour Femme Limited Edition S.T. Dupont S.T. Dupont,1,1,1,1,0,0,1,1,1,0,1,1,1,1
58 Avenue Montaigne pour Femme S.T. Dupont S.T. Dupont,1,1,1,1,0,0,1,1,1,0,1,1,1,1
58 Avenue Montaigne pour Homme S.T. Dupont S.T. Dupont,1,1,1,1,1,0,1,1,1,1,1,0,0,1
58 Contem 1g Contem 1g,1,1,1,1,0,0,1,1,0,0,1,1,1,0
593 Bali Michael Malul London Michael Malul London,1,1,1,1,0,0,1,1,1,1,1,1,1,1
5th Avenue After Five Elizabeth Arden Elizabeth Arden,1,1,1,1,0,0,1,1,1,1,1,1,1,1
5th Avenue Gold Elizabeth Arden Elizabeth Arden,1,1,1,1,0,1,1,1,1,0,1,1,1,1
5th Avenue NYC Live Elizabeth Arden Elizabeth Arden,1,1,1,1,1,0,1,1,1,1,1,1,0,1
5th Avenue NYC Red Elizabeth Arden Elizabeth Arden,1,1,1,1,0,0,1,1,1,1,1,1,1,1
5th Avenue NYC Vibe Elizabeth Arden Elizabeth Arden,1,1,1,0,0,0,0,1,1,0,1,1,1,1
5th Avenue Nights Elizabeth Arden Elizabeth Arden,1,0,1,1,0,0,1,1,1,1,0,1,1,1
5th Avenue Pulse Elizabeth Arden Elizabeth Arden,1,1,1,0,0,0,0,1,0,1,1,1,1,0
"602 pepper, cedar, patchouli Bon Parfumeur Bon Parfumeur",1,1,1,1,0,0,1,1,0,1,1,0,0,1
"603 cuir, encens, feve tonka Bon Parfumeur Bon Parfumeur",1,1,1,1,1,0,1,1,1,1,1,1,1,1
69 Le Parfum Christopher Dicas Christopher Dicas,1,1,1,1,0,0,1,1,1,1,1,1,1,1
6902 Hollywood Boulevard Los Angeles Zara Zara,1,0,0,1,0,0,1,1,0,0,1,1,1,0
7 Billion Hearts CB I Hate Perfume CB I Hate Perfume,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7 Heartbreaks West Third Brand West Third Brand,1,1,0,1,0,1,1,1,1,0,1,1,1,0
7 Loewe Sport Edicion Especial Loewe Loewe,1,1,0,1,1,0,1,1,1,0,1,0,0,1
7 Miglia Fabbrica Della Musa Fabbrica Della Musa,1,1,1,1,0,0,1,1,0,1,1,1,1,0
7 Sinful Scents Greed Gendarme Gendarme,1,1,1,1,0,1,1,1,1,1,1,1,0,0
7 as a Constant Aura of Kazakhstan Aura of Kazakhstan,1,1,1,1,1,0,1,1,1,0,1,1,1,1
70's Couture Cher Cher,0,0,1,0,0,0,0,1,1,1,0,0,0,1
70's Mood UERMI UERMI,1,1,1,1,0,0,1,1,0,1,1,1,1,1
"702 encens, lavande, bois de cachemire Bon Parfumeur Bon Parfumeur",1,1,1,1,0,0,1,1,0,1,1,0,0,1
703 Tonka Bean & Moka N.C.P. Olfactives N.C.P. Olfactives,1,1,1,1,0,0,1,1,1,1,1,1,1,1
720 Maison Sybarite Maison Sybarite,0,1,1,0,0,0,1,1,1,1,1,1,1,1
724 Maison Francis Kurkdjian Maison Francis Kurkdjian,0,1,1,0,0,0,0,1,0,0,1,1,1,0
76% Buvard.Parfums Buvard.Parfums,1,1,1,1,0,1,0,1,0,1,1,1,1,0
777 Nude by Rihanna Diamonds Rihanna Rihanna,1,1,1,1,0,1,1,1,1,0,1,1,1,1
7:15 AM in Bali Kenzo Kenzo,1,0,1,1,0,0,1,1,0,1,1,1,1,0
8 88 Comme des Garcons Comme des Garcons,0,1,1,0,0,0,1,1,1,1,1,1,1,1
8 Element Faberlic Faberlic,1,1,1,1,0,0,1,1,1,0,1,1,1,1
8 Mona Lisa Smile Jardin de Parfums Jardin de Parfums,0,1,1,0,0,0,0,1,0,1,1,1,1,1
8 Mystic Warrior Spiritum Spiritum,1,1,1,1,1,0,1,1,1,1,1,1,1,1
8 Sweet Reveal Abercrombie & Fitch Abercrombie & Fitch,1,1,1,1,0,0,1,1,0,0,1,1,1,0
8 Uncovered Abercrombie & Fitch Abercrombie & Fitch,1,0,1,1,0,0,1,1,0,1,0,0,0,0
8.0 Zara Zara Zara,1,1,1,1,1,0,1,1,1,0,1,1,1,1
80's Couture Cher Cher,1,0,1,1,0,0,1,0,0,0,0,1,1,0
800 Black Zara Zara,1,0,1,1,0,0,1,1,0,1,0,0,0,0
812 Ganache Parfums Ganache Parfums,1,1,1,0,0,0,0,0,0,0,1,1,1,0
89 Gallipoli Salentum I Profumi Salentum I Profumi,1,1,1,1,0,0,1,1,1,0,1,1,1,1
90's Fashionista Zara Zara,1,0,1,0,0,0,0,1,0,1,1,1,0,0
906 IKON IKON,1,1,1,0,0,0,1,1,1,1,1,1,1,1
910 IKON IKON,1,1,1,1,0,0,1,1,1,0,1,1,1,1
97 - Tarheels & Tonic OSM OSM,1,1,1,1,0,0,1,1,1,1,1,1,1,0
99 Regent Street Hugh Parsons Hugh Parsons,0,1,1,1,1,0,1,1,1,0,1,1,1,1
9am Dive Afnan Afnan,1,1,1,1,1,0,1,1,1,1,1,1,1,1
:P Nasengold Nasengold,0,1,1,0,0,0,1,1,1,1,1,1,1,1
<3 Ayala Moriel Ayala Moriel,0,1,1,1,1,0,0,1,1,1,1,1,1,1
A Balm Of Calm Penhaligon's Penhaligon's,0,1,1,1,1,1,1,1,1,1,1,1,1,0
A Bathing Ape A Bathing Ape A Bathing Ape,0,1,1,0,0,0,0,0,0,0,1,0,0,0
A Bientot Jacques Zolty Jacques Zolty,1,1,1,1,1,0,1,1,1,1,1,1,1,0
A Book Liason In Lisbon Zara Zara,1,1,1,0,0,0,0,0,0,0,1,1,0,0
A Bulldog in the Atelier Teresa Helbig Teresa Helbig,0,0,1,0,0,0,0,1,1,1,0,1,1,1
A Chant for the Nymph Gucci Gucci,0,0,1,0,0,0,0,1,0,1,0,1,1,0
A Corps Cuivre Molinard Molinard,1,1,1,0,0,1,1,1,1,1,1,1,0,1
A Daisy Bouquet In London Zara Zara,1,0,1,1,0,0,1,0,0,0,0,1,1,0
A Day In Mexico Zara Zara,0,0,1,1,1,0,1,1,1,0,0,0,0,0
A Day In My Life Mark Buxton Mark Buxton,1,1,1,1,0,0,1,1,0,1,1,1,1,1
A Dream of the Unknowing Alkemia Perfumes Alkemia Perfumes,1,1,0,1,1,0,0,1,1,0,1,1,1,0
A Drop d'Issey Issey Miyake Issey Miyake,0,0,1,0,0,0,1,1,1,1,0,1,1,1
A Drug For a Good Girl OsmoGenes Perfumes OsmoGenes Perfumes,1,1,1,1,1,0,1,1,1,1,1,1,1,1
A Flame In Your Heart 4160 Tuesdays 4160 Tuesdays,1,1,1,1,0,0,1,1,0,1,1,1,1,1
A Fleur de Peche L'Artisan Parfumeur L'Artisan Parfumeur,1,1,1,0,0,0,0,0,0,0,1,1,1,0
A Garota que Passa de Biquini Goiaba Quem Disse Berenice Quem Disse Berenice,1,1,1,1,0,0,1,1,1,0,1,1,0,0
A Ghost House Anna Zworykina Perfumes Anna Zworykina Perfumes,0,1,1,0,0,0,0,1,0,1,1,1,1,1
A Girl In Capri Lanvin Lanvin,1,1,1,1,0,0,1,1,1,0,1,0,0,0
A Gloaming Night Gucci Gucci,0,1,1,0,0,0,0,1,0,1,1,0,0,0
A Gloria da Manha Sapientiae Niche Sapientiae Niche,1,1,1,1,1,0,1,1,1,0,1,1,1,1
A Hold On Me Derek Lam 10 Crosby Derek Lam 10 Crosby,0,0,1,0,0,0,0,1,0,1,0,0,0,0
A Kiss By The Fireside 4160 Tuesdays 4160 Tuesdays,1,1,1,1,0,0,1,1,1,1,1,1,1,1
A Kiss Of Bliss Penhaligon's Penhaligon's,1,1,1,1,1,0,1,1,1,0,1,1,1,1
A L'Ombre des Amandiers Jeanne en Provence Jeanne en Provence,1,1,1,1,0,1,1,1,1,1,1,1,1,1
A L'Ombre du Figuier Bissoumine Bissoumine,0,1,1,0,0,0,0,1,1,1,1,1,1,1
A La Nuit Serge Lutens Serge Lutens,1,1,1,1,0,1,1,1,1,1,1,1,1,1
A Mi Aire Loewe Loewe,1,1,1,1,1,0,1,1,1,1,1,1,1,1
A Midsummer Dream Roja Dove Roja Dove,1,1,1,1,0,0,1,1,1,1,1,1,1,1
A Milano Giorgio Armani Giorgio Armani,1,1,1,1,0,0,1,1,0,0,1,1,1,0
A Mochi Atelier In Tokyo Zara Zara,1,1,1,1,1,0,0,0,0,0,1,1,0,0
A Mother¡¯s Love Pink MahogHany Fragrances Pink MahogHany Fragrances,1,0,0,1,1,0,1,1,1,0,1,1,1,1
A Night In Marrakesh Memoirs Of A Perfume Collector Memoirs Of A Perfume Collector,1,1,1,1,0,1,1,1,1,1,1,1,1,1
A Nulle Autre Pareille Parfums Sophiste Parfums Sophiste,1,1,1,1,1,1,0,1,1,1,1,1,1,1
A Pantheon Roma Pantheon Roma,1,1,1,0,0,0,1,1,1,1,1,1,1,1
A Parfum Ann Demeulemeester Ann Demeulemeester,0,1,1,0,0,0,1,1,1,1,1,1,1,1
A Perfume In Rose Zara Zara,1,0,0,0,0,0,0,1,0,0,1,1,1,0
A Plume of Blooms Imaginary Authors Imaginary Authors,0,0,1,0,0,0,0,1,0,0,0,1,1,0
A Rather Novel Collection Silk Road Caravan by Stephen Nilsen Anthropologie Anthropologie,1,0,0,1,1,0,0,1,1,0,1,1,1,0
A Scent by Issey Miyake Issey Miyake Issey Miyake,1,1,1,1,0,0,1,1,0,0,1,1,1,0
A Separate Reality Manic Clive Christian Clive Christian,0,1,1,1,1,0,1,1,1,1,1,1,1,1
A Shot Of Oud Over Mango Jo Loves Jo Loves,1,1,1,0,0,0,0,1,0,0,1,1,1,0
A Study in Water En Voyage Perfumes En Voyage Perfumes,1,1,1,1,0,0,1,1,1,0,1,1,1,1
A Sweet Pastry In Paris Zara Zara,1,0,1,1,0,0,1,1,0,1,0,0,0,0
A Swoon of Citrus Imaginary Authors Imaginary Authors,1,0,0,1,0,0,1,0,0,0,1,1,1,0
A Taste of Heaven By Kilian By Kilian,1,1,1,1,0,0,1,1,1,1,1,1,1,0
A Thousand Warriors Poesie Poesie,1,1,1,1,0,0,1,1,0,1,1,1,0,0
A Une Madone Pierre Guillaume Paris Pierre Guillaume Paris,0,1,1,0,0,0,1,1,1,1,1,0,0,1
A la Reine Poesie Poesie,1,0,1,1,1,0,0,0,0,0,1,1,0,0
A la Reine des Fleurs L.T. Piver L.T. Piver,1,0,1,1,1,0,1,1,1,1,0,1,1,0
A true lady Karen Doue Karen Doue,1,1,1,1,0,1,1,1,1,1,1,1,1,1
A' Grazia Nobile 1942 Nobile 1942,1,1,1,1,1,0,1,1,1,1,1,1,1,1
A'Mare Arte Profumi Arte Profumi,0,0,1,0,0,0,0,1,1,1,0,0,0,1
A*Men Gold Edition Mugler Mugler,0,1,1,1,1,0,0,1,1,1,1,1,1,1
A*Men Pure Coffee Mugler Mugler,0,1,1,0,0,0,0,1,1,1,1,0,0,1
A*Men Pure Havane Mugler Mugler,0,1,1,1,0,0,1,1,1,0,1,0,0,1
A*Men Pure Malt Mugler Mugler,1,1,1,1,0,1,1,1,1,1,1,1,0,1
A*Men Pure Tonka Mugler Mugler,0,1,1,1,1,0,0,1,1,1,1,1,1,0
A*Men Sunessence Edition Orage d'Ete Mugler Mugler,0,1,1,0,0,0,0,1,0,1,1,0,0,0
A*Men Ultra Zest Mugler Mugler,1,1,1,1,1,0,1,1,1,1,1,0,0,0
A.R.T. Eudora Eudora,1,0,0,0,0,0,0,0,0,0,1,1,1,0
A87 Eclipse Aeropostale Aeropostale,1,1,1,1,0,0,1,1,0,0,1,1,1,1
AB Spirit Millionaire Lomani Lomani,1,1,1,1,0,0,1,1,1,1,1,1,1,0
ABHA Athena Fragrances Athena Fragrances,1,1,1,1,1,0,1,1,1,1,1,1,1,1
ABSOLU FAWAKI Perfume Extract MABRA PARFUMS MABRA PARFUMS,1,1,1,1,1,0,0,1,1,1,1,1,1,1
ADONIS Athena Fragrances Athena Fragrances,1,1,1,1,0,0,1,1,1,1,1,1,1,1
AEO Be True American Eagle American Eagle,0,0,1,1,1,0,0,1,1,0,0,1,1,1
AEON Filigree & Shadow Filigree & Shadow,1,1,1,1,0,0,1,1,0,1,1,1,1,1
AIUla Penhaligon's Penhaligon's,1,1,1,1,0,0,0,1,0,1,1,1,0,0
ANKA Vertus Vertus,1,1,1,1,0,0,1,1,1,1,1,1,1,0
AO Floraiku Floraiku,1,0,1,1,0,0,1,1,0,1,1,1,1,0
APOM Pour Homme Maison Francis Kurkdjian Maison Francis Kurkdjian,0,0,0,0,0,0,1,1,1,0,0,0,0,0
APSU Ulrich Lang Ulrich Lang,1,1,1,1,1,0,1,1,1,1,1,1,1,0
ARC Mallo Mallo,0,1,1,1,1,0,0,1,1,0,1,1,1,1
ASKR Jorum Studio Jorum Studio,0,1,1,1,1,0,1,1,1,1,1,1,1,1
ATH x FM Smoulder Aaron Terence Hughes Aaron Terence Hughes,1,1,1,1,0,0,1,0,1,0,1,0,0,1
AURELIA Filigree & Shadow Filigree & Shadow,1,1,1,1,0,0,1,1,1,0,1,1,1,0
Abacaxi e Lima Jequiti Jequiti,1,0,0,1,0,0,1,0,0,0,1,1,0,0
Abalone ASAMA Perfumes ASAMA Perfumes,0,1,1,0,0,0,0,1,0,0,1,1,1,0
Abaq Pomegranate Musk Ibraheem Al.Qurashi Ibraheem Al.Qurashi,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Abaya Arabs Reef Perfumes Reef Perfumes,1,0,0,0,0,0,1,0,1,0,1,1,0,1
Abed Anomalia Paris Anomalia Paris,0,1,1,0,0,0,1,1,0,1,1,1,1,1
Abigail American Eagle American Eagle,1,0,0,0,0,0,0,1,0,0,1,1,1,0
Aboriginal Gardens Nicolas Danila Nicolas Danila,1,1,1,1,0,0,1,1,0,1,1,1,1,0
Abraxas Eolie Parfums Eolie Parfums,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Abricot Bergeron Yves Rocher Yves Rocher,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Abricot Yves Rocher Yves Rocher,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Absinthe Boreale Maison Crivelli Maison Crivelli,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Absinthe Franck Boclet Franck Boclet,0,1,1,1,1,0,1,1,1,0,1,1,1,1
Absinthe-Minded Anka Kus Parfum Anka Kus Parfum,0,1,1,1,0,1,1,1,1,1,1,0,0,0
Absinto Agua de Cheiro Agua de Cheiro,0,0,1,0,0,0,0,1,0,1,0,1,1,0
Absinto Prive Agua de Cheiro Agua de Cheiro,1,0,1,0,0,0,0,0,0,0,1,1,1,0
Absolu Aventus Creed Creed,1,1,1,1,0,0,1,1,0,1,1,1,0,0
Absolu Fruits Acorelle Acorelle,1,0,1,0,0,0,0,1,0,1,1,1,0,0
Absolu Tiare Acorelle Acorelle,1,0,1,1,0,0,1,1,0,1,0,1,1,0
Absolu de Vanille Eau de Parfum La Maison de la Vanille La Maison de la Vanille,1,1,1,0,0,0,0,0,0,0,1,1,1,1
Absolu de Vanille La Maison de la Vanille La Maison de la Vanille,0,1,1,0,0,0,0,1,0,1,1,0,0,1
Absoluta Nuancielo Nuancielo,1,1,1,1,1,1,0,0,0,0,1,1,1,0
Absolute Leather JAFRA JAFRA,0,1,1,0,0,0,1,0,1,0,1,0,0,1
Absolute Miraculum Miraculum,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Absolute Royal Crown Royal Crown,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Absolute Santal Mine Perfume Lab Mine Perfume Lab,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Absolute Santal by Elite Gentleman Avon Avon,0,0,1,1,1,0,0,1,1,1,0,0,0,0
Absolutely Givenchy Givenchy Givenchy,1,0,0,0,0,0,0,1,1,0,1,1,1,1
Absolutely Irresistible Givenchy Givenchy,1,1,1,1,0,0,1,1,1,0,1,1,1,0
Absolutely Vital Diana Vreeland Diana Vreeland,0,1,1,0,0,0,0,1,0,1,1,0,0,1
Abstract Object For Or To For Or To,0,1,1,1,0,0,0,1,1,0,1,0,0,1
Abstraction Raisonnee Les EAUX Primordiales Les EAUX Primordiales,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Abu Dhabi Gallivant Gallivant,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Abu Madyan Ensar Oud Ensar Oud,0,1,1,1,1,0,0,1,1,1,1,1,1,1
Abundance V 8 Map Of The Heart Map Of The Heart,1,1,1,1,0,0,1,1,0,1,1,1,1,1
Abuser Testament London Testament London,1,1,1,1,0,1,1,1,1,0,1,1,1,1
Abyan Rasasi Rasasi,1,1,1,1,1,0,1,1,1,0,1,1,1,1
Abyssal Homem Energy Jequiti Jequiti,1,0,1,1,0,0,1,1,0,1,0,0,0,0
Abysse Noeme Noeme,0,1,1,1,1,0,0,1,1,1,1,1,1,1
Abyssis Les Liquides Imaginaires Les Liquides Imaginaires,0,1,1,0,0,0,1,0,1,0,1,0,0,1
Acai Baie Le Monde Gourmand Le Monde Gourmand,1,0,1,0,0,0,0,1,1,1,1,1,0,1
Acai Berries & Satin Sweet Essentials Sweet Essentials,1,0,1,1,0,0,1,1,0,1,1,1,1,0
Acai O Boticario O Boticario,1,1,1,1,0,1,0,1,0,1,1,1,1,0
Accendis 0.1 Accendis Accendis,0,1,1,1,1,0,0,0,1,0,1,0,0,1
Accendis 0.2 Accendis Accendis,0,1,1,0,0,0,1,0,0,0,1,0,0,1
Accento Xerjoff Xerjoff,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Accento d'Amore Flumen Profumi Flumen Profumi,1,0,1,1,0,0,1,1,0,1,1,1,1,0
Accessorize Accessorize Accessorize,1,0,1,1,0,0,1,1,1,0,1,1,1,1
Accident A La Vanille - Almond Cake Limited Edition Jousset ParfumsA Jousset Parfums,1,1,1,0,0,1,0,1,0,1,1,1,1,1
Accident A La Vanille - Madeleine de Proust Jousset Parfums Jousset Parfums,1,0,1,0,0,0,0,1,0,1,1,1,1,0
Accidental Vanille The Dua Brand The Dua Brand,0,1,1,0,0,0,0,1,0,1,1,0,0,1
Accord Chic Yves Rocher Yves Rocher,0,1,1,0,0,0,0,1,0,1,1,1,1,1
Accord No. 01: Nagarmotha 2019 Edition RAER Scents RAER Scents,1,1,1,1,1,0,1,0,1,0,1,0,0,0
Accord No. 02: Cade 2019 Edition RAER Scents RAER Scents,0,1,1,1,0,0,0,0,0,0,1,0,0,1
Accord No. 02: Cade RAER Scents RAER Scents,1,1,1,1,0,0,1,0,0,0,1,0,0,1
Accord No. 04: Cedar + Ginger RAER Scents RAER Scents,1,0,1,1,0,0,1,1,0,1,0,1,1,0
Accord No. 07: Orris Root RAER Scents RAER Scents,0,1,1,1,1,0,1,1,1,1,1,1,1,1
Accord No. 09: Angelica Root RAER Scents RAER Scents,1,1,0,1,1,0,0,0,1,0,1,1,0,1
Accordes Harmonia O Boticario O Boticario,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Accordo Arancio L'Erbolario L'Erbolario,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Accra Gallivant Gallivant,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Acerola e Hibisco Natura Natura,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Acerola e Morango Natura Natura,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Acerola et Caramel Helder Machado Perfumes Helder Machado Perfumes,1,1,1,1,0,0,1,1,1,0,1,1,1,0
Acharya Ningen Parfums Ningen Parfums,0,1,1,0,0,0,1,1,1,0,1,1,1,1
Acid Bomb John Richmond John Richmond,1,0,1,1,0,0,1,1,1,1,1,1,1,1
Aclus Accendis Accendis,1,1,1,1,1,0,1,1,1,1,1,0,0,1
Acqua 330 Emilio Pucci Emilio Pucci,0,0,1,1,1,0,0,1,1,0,0,1,1,1
Acqua Attiva Collistar Collistar,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Acqua Bebe O Boticario O Boticario,1,0,1,1,0,0,1,1,1,1,0,1,1,1
Acqua Cheiros O Boticario O Boticario,1,1,1,1,1,0,1,1,1,0,1,1,1,1
Acqua Della Regina Santa Maria Novella Santa Maria Novella,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Acqua Di Tuberosa Borsari Borsari,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Acqua Essence Flor de Laranjeira Muriel Cosmeticos Muriel Cosmeticos,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Acqua Essenziale Colonia Salvatore Ferragamo Salvatore Ferragamo,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Acqua Fiorentina The Encore Creed Creed,1,1,1,1,0,0,1,1,0,0,1,1,1,0
Acqua Fresca O Boticario O Boticario,1,1,1,1,1,0,1,1,1,0,1,1,1,1
Acqua Mirabile Odorosa di Firenze I Profumi di Firenze I Profumi di Firenze,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Acqua Mirabile Odorosa di Firenze No. 1 I Profumi di Firenze I Profumi di Firenze,1,1,1,1,0,0,1,0,0,0,1,1,1,0
Acqua Neroli Clean Clean,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Acqua Nobile Iris Acqua di Parma Acqua di Parma,1,0,1,1,0,0,1,1,1,1,0,1,1,1
Acqua Nobile Magnolia Acqua di Parma Acqua di Parma,1,0,1,1,0,0,1,1,1,1,0,1,1,1
Acqua Sensation For Men O Boticario O Boticario,1,1,1,1,0,1,1,1,1,1,1,1,1,0
Acqua Sonhos O Boticario O Boticario,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Acqua Tempesta No. 3 Lengling Lengling,0,1,1,1,1,0,0,0,1,0,1,0,0,0
Acqua Viva Profumum Roma Profumum Roma,0,1,1,0,0,0,0,1,0,0,1,1,1,0
Acqua Zenzero Laurent Mazzone Parfums Laurent Mazzone Parfums,0,1,1,0,0,0,0,1,1,1,1,1,1,1
Acqua dell'Angelo Olfattiva Olfattiva,1,1,1,1,1,0,1,1,1,0,1,1,1,1
Acqua di Angelica Abdes Salaam Attars Perfumes Abdes Salaam Attars Perfumes,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Acqua di Carthusia Aloe Carthusia Carthusia,0,1,1,1,1,0,0,1,1,1,1,1,1,1
Acqua di Carthusia Bergamoto Carthusia Carthusia,1,1,1,1,1,0,1,1,1,1,1,1,1,0
Acqua di Colonia Cinquanta Santa Maria Novella Santa Maria Novella,0,1,1,0,0,0,1,1,1,0,1,1,1,0
Acqua di Colonia Imperiale L'Erbolario L'Erbolario,0,1,0,1,1,0,0,1,1,0,1,1,1,0
Acqua di Confetto Strega Del Castello Strega Del Castello,0,1,1,0,0,1,0,1,0,1,1,0,0,0
Acqua di Gio - Acqua di Life Edition Giorgio Armani Giorgio Armani,1,1,1,1,1,0,1,1,1,0,1,1,0,0
Acqua di Gio Giorgio Armani Giorgio Armani,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Acqua di Gioia Giorgio Armani Giorgio Armani,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Acqua di Neroli Ermenegildo Zegna Ermenegildo Zegna,1,1,1,1,0,0,1,0,0,0,1,0,0,0
Acqua di Parma Blu Mediterraneo - Arancia La Spugnatura Acqua di Parma Acqua di Parma,1,1,1,1,0,0,1,1,1,0,1,0,0,1
Acqua di Parma Blu Mediterraneo - Fico di Amalfi Acqua di Parma Acqua di Parma,1,1,1,1,0,0,1,1,0,1,1,1,1,1
Acqua di Parma Blu Mediterraneo - Mandorlo di Sicilia Acqua di Parma Acqua di Parma,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Acqua di Parma Blu Mediterraneo Arancia di Capri Acqua di Parma Acqua di Parma,1,0,1,1,0,0,1,1,1,1,0,1,1,1
Acqua di Parma Blu Mediterraneo Bergamotto di Calabria Acqua di Parma Acqua di Parma,1,1,1,1,0,0,1,1,1,1,1,0,0,1
Acqua di Parma Colonia Assoluta Acqua di Parma Acqua di Parma,1,1,1,1,0,0,1,1,0,1,1,1,1,1
Acqua di Parma Magnolia Nobile Acqua di Parma Acqua di Parma,1,1,1,1,0,0,1,1,0,1,1,1,1,0
Acqua di Portofino Uomo Acqua di Portofino Acqua di Portofino,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Acqua di Stresa Acqua di Stresa Acqua di Stresa,1,0,1,0,0,0,1,1,1,0,1,1,1,1
Acqua di Stresa fresh touch Acqua di Stresa Acqua di Stresa,1,1,1,1,0,0,1,1,1,0,1,1,1,0
Acqua di Talco & Panna Mine Perfume Lab Mine Perfume Lab,0,0,1,0,0,0,0,1,0,1,0,1,1,0
Acqua di Venezia (Italian Journey No. 1) DSH Perfumes DSH Perfumes,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Acte d¡¯Amour Furtif A.N. D¡¯ORSAY D¡¯ORSAY,1,1,1,1,0,0,1,1,0,1,1,1,1,1
Active Man Yodeyma Yodeyma,1,1,1,0,0,0,0,0,0,0,1,1,0,0
Acucena Avatim Avatim,1,1,1,0,0,1,0,1,1,0,1,1,1,1
Adam & Eve's Dress Lorenzo Pazzaglia Lorenzo Pazzaglia,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Adam Levine for Men Adam Levine Adam Levine,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Adam's Secret Esme Rene Esme Rene,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Addiction Absolu Vivamor Parfums Vivamor Parfums,1,1,1,0,0,1,1,1,1,0,1,1,0,1
Adidas 3 Man Adidas Adidas,1,1,1,1,0,0,1,1,1,0,1,0,0,1
Adidas Fresh Escape Adidas Adidas,1,1,1,1,1,0,1,1,1,0,1,1,1,1
Adidas Ice Dive Adidas Adidas,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Adidas Moves Pulse Her Adidas Adidas,1,0,1,1,0,0,1,1,1,0,1,1,1,0
Adidas Sport CHRG For Him Adidas Adidas,1,1,1,1,0,0,1,1,0,1,1,1,0,0
Adidas Sport Field Adidas Adidas,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Adidas Sport UNLSH For Her Adidas Adidas,1,1,1,1,0,0,1,1,1,0,1,1,1,1
Adidas UEFA Best Of The Best Adidas Adidas,1,1,1,1,1,0,1,1,1,1,1,1,1,1
